variant_name,brand_name,model_new,oem_name,car_segment,body_type_new,bt,fuel_type_new,transmission_type_new,engine_cc,engine_capacity_new,Engine Type,Value Configuration,Turbo Charger,Super Charger,Gear Box,Drive Type,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Fuel Suppy System,Color,exterior_color,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Length,Width,Height,Wheel Base,Turning Radius,No Door Numbers,Cargo Volumn,seating_capacity_new,max_engine_capacity_new,min_engine_capacity_new,mileage_new,top_features_count,comfort_features_count,interior_features_count,exterior_features_count,safety_features_count,listing_count
hyundai creta sx turbo,hyundai,Hyundai Creta,hyundai,SUV,SUV cars,SUV,petrol,automatic,1000cc-2000cc,1000cc-2000cc,1.4L GDi Turbo Petrol,DOHC,Yes,No,7-Speed DCT,FWD,Power,Disc,Disc,"Tubeless,Radial",GDI,Black,Black,1353.0,138.08,242.0,4.0,4.0,4300.0,1790.0,1635.0,2610.0,5.1,5.0,433.0,5.0,1353.0,1353.0,16.8,9.0,33.0,14.0,20.0,33.0,3
hyundai creta sx turbo dualtone,hyundai,Hyundai Creta,hyundai,SUV,SUV cars,SUV,petrol,automatic,1000cc-2000cc,1000cc-2000cc,1.4L GDi Turbo Petrol,DOHC,Yes,No,7-Speed DCT,FWD,Power,Disc,Disc,"Tubeless,Radial",GDI,White,White,1353.0,138.08,242.0,4.0,4.0,4300.0,1790.0,1635.0,2610.0,5.1,5.0,433.0,5.0,1353.0,1353.0,16.8,9.0,33.0,14.0,20.0,33.0,4
hyundai eon 1.0 era plus,hyundai,Hyundai EON,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,500cc-1000cc,500cc-1000cc,Kappa Engine,SOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI,White,White,998.0,68.05,94.14,3.0,4.0,3515.0,1550.0,1510.0,2380.0,4.6,5.0,215.0,5.0,998.0,998.0,20.3,8.0,7.0,6.0,5.0,12.0,7
hyundai eon 1.0 kappa magna plus,hyundai,Hyundai EON,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,500cc-1000cc,500cc-1000cc,Kappa Engine,DOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI,Grey,Grey,998.0,68.05,94.14,3.0,4.0,3515.0,1550.0,1510.0,2380.0,4.6,5.0,215.0,5.0,998.0,998.0,20.3,9.0,8.0,8.0,7.0,14.0,2
hyundai eon 1.0 kappa magna plus optional,hyundai,Hyundai EON,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,500cc-1000cc,500cc-1000cc,Kappa Engine,DOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI,Polar White,Polar White,998.0,68.05,94.14,3.0,4.0,3515.0,1550.0,1510.0,2380.0,4.6,5.0,215.0,5.0,998.0,998.0,20.3,9.0,9.0,7.0,8.0,17.0,2
hyundai eon 1.0 magna plus option o,hyundai,Hyundai EON,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,500cc-1000cc,500cc-1000cc,Kappa Engine,DOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI,White,White,998.0,68.05,94.14,3.0,4.0,3515.0,1550.0,1510.0,2380.0,4.6,5.0,215.0,5.0,998.0,998.0,20.3,9.0,9.0,7.0,8.0,17.0,2
hyundai eon d lite,hyundai,Hyundai EON,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,500cc-1000cc,500cc-1000cc,Petrol Engine,SOHC,No,No,5 Speed,FWD,Manual,Disc,Drum,Tubeless,MPFI,White,White,814.0,55.2,74.5,3.0,3.0,3495.0,1550.0,1500.0,2380.0,4.6,5.0,215.0,5.0,814.0,814.0,21.1,8.0,6.0,4.0,5.0,12.0,8
hyundai eon d lite plus,hyundai,Hyundai EON,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,500cc-1000cc,500cc-1000cc,Petrol Engine,SOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI,Red,Red,814.0,55.2,74.5,3.0,3.0,3495.0,1550.0,1500.0,2380.0,4.6,5.0,215.0,5.0,814.0,814.0,21.1,8.0,7.0,6.0,5.0,12.0,35
hyundai eon d lite plus option,hyundai,Hyundai EON,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,500cc-1000cc,500cc-1000cc,Petrol Engine,SOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI,Red,Red,814.0,55.2,74.5,3.0,3.0,3495.0,1550.0,1500.0,2380.0,4.6,5.0,215.0,5.0,814.0,814.0,21.1,8.0,7.0,6.0,5.0,12.0,1
hyundai eon era,hyundai,Hyundai EON,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,500cc-1000cc,500cc-1000cc,Petrol Engine,SOHC,No,No,5 Speed,FWD,Power,Disc,Drum,"Tubeless,Radial",MPFI,Grey,Grey,814.0,55.2,74.5,3.0,3.0,3495.0,1550.0,1500.0,2380.0,5.1,5.0,215.0,5.0,814.0,814.0,21.1,8.0,8.0,5.0,5.0,12.0,16
hyundai eon era plus,hyundai,Hyundai EON,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,500cc-1000cc,500cc-1000cc,Petrol Engine,SOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI,Polar White,Polar White,814.0,55.2,74.5,3.0,3.0,3495.0,1550.0,1500.0,2380.0,4.6,5.0,215.0,5.0,814.0,814.0,21.1,8.0,9.0,6.0,6.0,13.0,113
hyundai eon era plus option,hyundai,Hyundai EON,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,500cc-1000cc,500cc-1000cc,Petrol Engine,SOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI,Polar White,Polar White,814.0,55.2,74.5,3.0,3.0,3495.0,1550.0,1500.0,2380.0,4.6,5.0,215.0,5.0,814.0,814.0,21.1,8.0,9.0,6.0,6.0,13.0,10
hyundai eon era plus sports edition,hyundai,Hyundai EON,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,500cc-1000cc,500cc-1000cc,Petrol Engine,SOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI,Blue,Blue,814.0,55.2,74.5,3.0,3.0,3495.0,1550.0,1500.0,2380.0,4.6,5.0,215.0,5.0,814.0,814.0,21.1,8.0,9.0,7.0,6.0,13.0,1
hyundai eon lpg d lite plus,hyundai,Hyundai EON,hyundai,Hatchback,Hatchback cars,Hatchback,lpg,manual,500cc-1000cc,500cc-1000cc,Petrol Engine,SOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI,Red,Red,814.0,55.2,74.5,3.0,3.0,3495.0,1550.0,1500.0,2380.0,4.6,5.0,215.0,5.0,814.0,814.0,21.1,8.0,6.0,6.0,4.0,12.0,5
hyundai eon lpg era plus,hyundai,Hyundai EON,hyundai,Hatchback,Hatchback cars,Hatchback,lpg,manual,500cc-1000cc,500cc-1000cc,Bifuel Engine,SOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI+LPG,Grey,Grey,814.0,55.2,74.5,3.0,3.0,3495.0,1550.0,1500.0,2380.0,4.6,5.0,215.0,5.0,814.0,814.0,21.1,8.0,9.0,6.0,6.0,13.0,12
hyundai eon lpg magna plus,hyundai,Hyundai EON,hyundai,Hatchback,Hatchback cars,Hatchback,lpg,manual,500cc-1000cc,500cc-1000cc,Bifuel Engine,SOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI+LPG,Fiery Red,Fiery Red,814.0,55.2,74.5,3.0,3.0,3495.0,1550.0,1500.0,2380.0,4.6,5.0,215.0,5.0,814.0,814.0,21.1,9.0,9.0,7.0,7.0,15.0,6
hyundai eon magna,hyundai,Hyundai EON,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,500cc-1000cc,500cc-1000cc,800 L SOHC 3 Cylinder,SOHC,No,No,5 Manual,RWD,Manual,Disc,Drum,"Tubeless,Radial",MPFI,Grey,Grey,814.0,55.0,76.5,3.0,3.0,3495.0,1550.0,1500.0,2380.0,5.1,4.0,211.0,5.0,814.0,814.0,22.0,9.0,15.0,9.0,8.0,13.0,9
hyundai eon magna optional,hyundai,Hyundai EON,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,500cc-1000cc,500cc-1000cc,Petrol Engine,SOHC,No,No,5 Speed,FWD,Power,Disc,Drum,"Tubeless,Radial",MPFI,Red,Red,814.0,55.2,74.5,3.0,3.0,3495.0,1550.0,1500.0,2380.0,4.6,5.0,215.0,5.0,814.0,814.0,21.1,9.0,8.0,8.0,7.0,11.0,6
hyundai eon magna plus,hyundai,Hyundai EON,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,500cc-1000cc,500cc-1000cc,Petrol Engine,SOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI,White,White,814.0,55.2,74.5,3.0,3.0,3495.0,1550.0,1500.0,2380.0,4.6,5.0,215.0,5.0,814.0,814.0,21.1,9.0,9.0,7.0,7.0,15.0,62
hyundai eon sportz,hyundai,Hyundai EON,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,500cc-1000cc,500cc-1000cc,Petrol Engine,SOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI,White,White,814.0,55.2,74.5,3.0,3.0,3495.0,1550.0,1500.0,2380.0,4.6,5.0,215.0,5.0,814.0,814.0,21.1,9.0,9.0,8.0,8.0,17.0,20
hyundai elantra 1.6 sx,hyundai,Hyundai Elantra,hyundai,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,U2 VGT CRDi Diesel Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",CRDI,Polar White,Polar White,1582.0,126.2,259.88,4.0,4.0,4570.0,1800.0,1465.0,2700.0,5.1,4.0,420.0,5.0,1582.0,1582.0,22.54,9.0,29.0,12.0,12.0,32.0,2
hyundai elantra 1.6 sx option,hyundai,Hyundai Elantra,hyundai,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,U2 VGT CRDi Diesel Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",CRDI,Polar White,Polar White,1582.0,126.2,259.88,4.0,4.0,4570.0,1800.0,1465.0,2700.0,5.1,4.0,420.0,5.0,1582.0,1582.0,22.54,9.0,24.0,12.0,12.0,28.0,3
hyundai elantra 1.6 sx option at,hyundai,Hyundai Elantra,hyundai,Sedan,Sedan cars,Sedan,diesel,automatic,1000cc-2000cc,1000cc-2000cc,U2 VGT CRDi Diesel Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",CRDI,Polar White,Polar White,1582.0,126.2,259.88,4.0,4.0,4570.0,1800.0,1465.0,2700.0,5.1,4.0,420.0,5.0,1582.0,1582.0,18.23,9.0,28.0,12.0,11.0,32.0,4
hyundai elantra 2.0 s,hyundai,Hyundai Elantra,hyundai,Sedan,Sedan cars,Sedan,petrol,manual,1000cc-2000cc,1000cc-2000cc,Nu 2.0 MPi Petrol Engine,DOHC,No,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",MPFI,Black,Black,1999.0,149.92,192.2,4.0,4.0,4570.0,1800.0,1465.0,2700.0,5.1,4.0,420.0,5.0,1999.0,1999.0,14.59,9.0,23.0,10.0,7.0,29.0,3
hyundai elantra 2.0 sx,hyundai,Hyundai Elantra,hyundai,Sedan,Sedan cars,Sedan,petrol,manual,1000cc-2000cc,1000cc-2000cc,Nu 2.0 MPi Petrol Engine,DOHC,No,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",MPFI,Red,Red,1999.0,149.92,192.2,4.0,4.0,4570.0,1800.0,1465.0,2700.0,5.1,4.0,420.0,5.0,1999.0,1999.0,14.59,9.0,29.0,12.0,11.0,32.0,1
hyundai elantra 2.0 sx at,hyundai,Hyundai Elantra,hyundai,Sedan,Sedan cars,Sedan,petrol,automatic,1000cc-2000cc,1000cc-2000cc,Nu 2.0 MPi Petrol Engine,DOHC,No,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",MPFI,Blue,Blue,1999.0,149.92,192.2,4.0,4.0,4570.0,1800.0,1465.0,2700.0,5.1,4.0,420.0,5.0,1999.0,1999.0,14.62,9.0,24.0,12.0,11.0,29.0,7
hyundai elantra 2.0 sx option,hyundai,Hyundai Elantra,hyundai,Sedan,Sedan cars,Sedan,petrol,manual,1000cc-2000cc,1000cc-2000cc,Nu 2.0 MPi Petrol Engine,DOHC,No,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",MPFI,Phantom Black,Phantom Black,1999.0,149.92,192.2,4.0,4.0,4570.0,1800.0,1465.0,2700.0,5.1,4.0,420.0,5.0,1999.0,1999.0,14.59,9.0,24.0,12.0,11.0,28.0,2
hyundai elantra 2.0 sx option at,hyundai,Hyundai Elantra,hyundai,Sedan,Sedan cars,Sedan,petrol,automatic,1000cc-2000cc,1000cc-2000cc,Nu 2.0 MPi Petrol Engine,DOHC,No,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",MPFI,Silver,Silver,1999.0,149.92,192.2,4.0,4.0,4570.0,1800.0,1465.0,2700.0,5.1,4.0,420.0,5.0,1999.0,1999.0,14.62,9.0,28.0,12.0,10.0,32.0,9
hyundai elantra crdi base,hyundai,Hyundai Elantra,hyundai,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,VGT Diesel Engine,DOHC,Yes,No,6 Speed ,FWD,Power,Disc,Disc,"Tubeless,Radial",CRDI,Silver,Silver,1582.0,126.24,259.87,4.0,4.0,4530.0,1775.0,1470.0,2700.0,5.3,4.0,420.0,5.0,1582.0,1582.0,22.7,9.0,15.0,10.0,6.0,22.0,3
hyundai elantra crdi s,hyundai,Hyundai Elantra,hyundai,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,VGT Diesel Engine,DOHC,Yes,No,6 Speed ,FWD,Power,Disc,Disc,"Tubeless,Radial",CRDI,Coral White,Coral White,1582.0,126.24,259.87,4.0,4.0,4530.0,1775.0,1470.0,2700.0,5.3,4.0,420.0,5.0,1582.0,1582.0,22.7,9.0,15.0,10.0,8.0,24.0,12
hyundai elantra crdi sx,hyundai,Hyundai Elantra,hyundai,Sedan,Sedan cars,Sedan,diesel,manual,1000cc-2000cc,1000cc-2000cc,VGT Diesel Engine,DOHC,Yes,No,6 Speed ,FWD,Power,Disc,Disc,"Tubeless,Radial",CRDI,Coral White,Coral White,1582.0,126.24,259.87,4.0,4.0,4530.0,1775.0,1470.0,2700.0,5.3,4.0,420.0,5.0,1582.0,1582.0,22.7,9.0,17.0,11.0,9.0,27.0,23
hyundai elantra crdi sx at,hyundai,Hyundai Elantra,hyundai,Sedan,Sedan cars,Sedan,diesel,automatic,1000cc-2000cc,1000cc-2000cc,VGT Diesel Engine,DOHC,Yes,No,6 Speed ,FWD,Power,Disc,Disc,"Tubeless,Radial",CRDI,Coral White,Coral White,1582.0,126.24,259.87,4.0,4.0,4530.0,1775.0,1470.0,2700.0,5.3,4.0,420.0,5.0,1582.0,1582.0,19.5,9.0,20.0,13.0,11.0,29.0,16
hyundai elantra crdi sx option at,hyundai,Hyundai Elantra,hyundai,Sedan,Sedan cars,Sedan,diesel,automatic,1000cc-2000cc,1000cc-2000cc,1.5 L U2 diesel,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",CRDI,Silver,Silver,1493.0,113.45,250.0,4.0,4.0,4620.0,1800.0,1465.0,2700.0,5.1,4.0,420.0,5.0,1493.0,1493.0,14.62,9.0,31.0,15.0,18.0,35.0,2
hyundai elantra s,hyundai,Hyundai Elantra,hyundai,Sedan,Sedan cars,Sedan,petrol,manual,1000cc-2000cc,1000cc-2000cc,Dual VTVT Petrol Engine,DOHC,No,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",MULTIPOINT INJECTION,Maharajah Red,Maharajah Red,1797.0,147.5,177.5,4.0,4.0,4530.0,1775.0,1470.0,2700.0,5.3,4.0,420.0,5.0,1797.0,1797.0,16.3,9.0,15.0,10.0,8.0,24.0,3
hyundai elantra sx,hyundai,Hyundai Elantra,hyundai,Sedan,Sedan cars,Sedan,petrol,manual,1000cc-2000cc,1000cc-2000cc,Dual VTVT Petrol Engine,DOHC,No,No,6 Speed ,FWD,Power,Disc,Disc,"Tubeless,Radial",MULTIPOINT INJECTION,Other,Other,1797.0,147.5,177.5,4.0,4.0,4530.0,1775.0,1470.0,2700.0,5.3,4.0,420.0,5.0,1797.0,1797.0,16.3,9.0,17.0,11.0,9.0,27.0,12
hyundai elantra sx at,hyundai,Hyundai Elantra,hyundai,Sedan,Sedan cars,Sedan,petrol,automatic,1000cc-2000cc,1000cc-2000cc,Dual VTVT Petrol Engine,DOHC,No,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",MULTIPOINT INJECTION,White,White,1797.0,147.5,177.5,4.0,4.0,4530.0,1775.0,1470.0,2700.0,5.3,4.0,420.0,5.0,1797.0,1797.0,14.5,9.0,17.0,11.0,9.0,27.0,16
hyundai elantra vtvt sx,hyundai,Hyundai Elantra,hyundai,Sedan,Sedan cars,Sedan,petrol,manual,1000cc-2000cc,1000cc-2000cc,Nu 2.0 MPi Petrol Engine,DOHC,No,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",MPFI,White,White,1999.0,150.19,192.0,4.0,4.0,4620.0,1800.0,1465.0,2700.0,5.1,4.0,420.0,5.0,1999.0,1999.0,14.59,9.0,31.0,14.0,17.0,36.0,1
hyundai elite i20 2018 diesel asta option,hyundai,Hyundai Elite i20 2018,hyundai,Hatchback,Hatchback cars,Hatchback,diesel,manual,1000cc-2000cc,1000cc-2000cc,U2 CRDI Diesel Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Drum,Tubeless,CRDI,White,White,1396.0,88.73,219.7,4.0,4.0,3985.0,1734.0,1505.0,2570.0,5.2,5.0,295.0,5.0,1396.0,1396.0,22.54,9.0,21.0,11.0,12.0,29.0,7
hyundai getz 1.1 gle,hyundai,Hyundai Getz,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,No,No,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",MPFI,Red,Red,1086.0,66.6,10.4,4.0,3.0,3825.0,1665.0,1515.0,2455.0,5.0,4.0,290.0,5.0,1086.0,1086.0,15.0,8.0,8.0,10.0,6.0,9.0,2
hyundai getz 1.1 gvs,hyundai,Hyundai Getz,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,No,No,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",MPFI,Blue Onyx,Blue Onyx,1086.0,66.6,10.4,4.0,3.0,3825.0,1665.0,1515.0,2455.0,5.0,4.0,290.0,5.0,1086.0,1086.0,15.0,8.0,11.0,10.0,6.0,10.0,6
hyundai getz 1.1 gvs option,hyundai,Hyundai Getz,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,No,No,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",MPFI,Red,Red,1086.0,66.6,10.4,4.0,3.0,3825.0,1665.0,1515.0,2455.0,5.0,5.0,290.0,5.0,1086.0,1086.0,12.3,8.0,11.0,10.0,6.0,10.0,1
hyundai getz 1.3 gls,hyundai,Hyundai Getz,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,SOHC,No,No,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",MPFI,White,White,1341.0,82.9,11.8,4.0,3.0,3825.0,1665.0,1515.0,2455.0,5.0,4.0,290.0,5.0,1341.0,1341.0,14.2,8.0,11.0,10.0,10.0,10.0,2
hyundai getz 1.5 crdi gvs,hyundai,Hyundai Getz,hyundai,Hatchback,Hatchback cars,Hatchback,diesel,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,No,No,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",CRDI,Silver,Silver,1493.0,110.0,24.0,4.0,4.0,3825.0,1665.0,1515.0,2455.0,5.0,4.0,290.0,5.0,1493.0,1493.0,17.1,8.0,11.0,10.0,6.0,10.0,1
hyundai getz gle,hyundai,Hyundai Getz,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,SOHC,No,No,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",PFI,Silver,Silver,1341.0,83.0,115.0,4.0,3.0,3810.0,1665.0,1515.0,2455.0,5.0,5.0,350.0,5.0,1341.0,1341.0,15.3,9.0,5.0,3.0,4.0,6.0,1
hyundai getz gls,hyundai,Hyundai Getz,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,No,No,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",PFI,Black,Black,1341.0,83.0,115.0,4.0,3.0,3810.0,1665.0,1515.0,2455.0,5.0,5.0,350.0,5.0,1341.0,1341.0,15.3,9.0,9.0,3.0,4.0,6.0,5
hyundai getz gvs,hyundai,Hyundai Getz,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,SOHC,No,No,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",MPFI,Grey,Grey,1341.0,61.0,115.0,4.0,3.0,3810.0,1665.0,1515.0,2455.0,5.0,5.0,350.0,5.0,1341.0,1341.0,15.3,9.0,11.0,3.0,4.0,6.0,3
hyundai grand i10 1.0 kappa lpg magna,hyundai,Hyundai Grand i10,hyundai,Hatchback,Hatchback cars,Hatchback,lpg,manual,500cc-1000cc,500cc-1000cc, Kappa VTVT Petrol Engine,DOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI,White,White,998.0,66.08,90.22,3.0,4.0,3765.0,1660.0,1520.0,2425.0,4.8,5.0,256.0,5.0,998.0,998.0,18.9,8.0,11.0,8.0,7.0,16.0,1
hyundai grand i10 1.2 crdi asta,hyundai,Hyundai Grand i10,hyundai,Hatchback,Hatchback cars,Hatchback,diesel,manual,1000cc-2000cc,1000cc-2000cc,U2 CRDi  Diesel Engine,DOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,CRDI,Grey,Grey,1186.0,73.97,190.24,3.0,4.0,3765.0,1660.0,1520.0,2425.0,4.8,5.0,256.0,5.0,1186.0,1186.0,24.0,9.0,19.0,11.0,15.0,24.0,2
hyundai grand i10 1.2 crdi magna,hyundai,Hyundai Grand i10,hyundai,Hatchback,Hatchback cars,Hatchback,diesel,manual,1000cc-2000cc,1000cc-2000cc,U2 CRDi  Diesel Engine,DOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,CRDI,White,White,1186.0,73.97,190.24,3.0,4.0,3765.0,1660.0,1520.0,2425.0,4.8,5.0,256.0,5.0,1186.0,1186.0,24.0,9.0,13.0,8.0,7.0,23.0,16
hyundai grand i10 1.2 crdi sportz,hyundai,Hyundai Grand i10,hyundai,Hatchback,Hatchback cars,Hatchback,diesel,manual,1000cc-2000cc,1000cc-2000cc,U2 CRDi  Diesel Engine,DOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,CRDI,Silver,Silver,1186.0,73.97,190.24,3.0,4.0,3765.0,1660.0,1520.0,2425.0,4.8,5.0,256.0,5.0,1186.0,1186.0,24.0,9.0,16.0,9.0,12.0,24.0,13
hyundai grand i10 1.2 crdi sportz option,hyundai,Hyundai Grand i10,hyundai,Hatchback,Hatchback cars,Hatchback,diesel,manual,1000cc-2000cc,1000cc-2000cc,U2 CRDi  Diesel Engine,DOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,CRDI,Polar White,Polar White,1186.0,73.97,190.24,3.0,4.0,3765.0,1660.0,1520.0,2425.0,4.8,5.0,256.0,5.0,1186.0,1186.0,24.0,9.0,15.0,9.0,12.0,24.0,10
hyundai grand i10 1.2 kappa asta,hyundai,Hyundai Grand i10,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,Kappa VTVT Petrol Engine,DOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI,White,White,1197.0,81.86,113.75,4.0,4.0,3765.0,1660.0,1520.0,2425.0,4.8,5.0,256.0,5.0,1197.0,1197.0,18.9,9.0,19.0,11.0,14.0,24.0,43
hyundai grand i10 1.2 kappa era,hyundai,Hyundai Grand i10,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,Kappa VTVT Petrol Engine,DOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI,Grey,Grey,1197.0,81.86,113.75,4.0,4.0,3765.0,1660.0,1520.0,2425.0,4.8,5.0,256.0,5.0,1197.0,1197.0,17.0,8.0,9.0,7.0,5.0,19.0,6
hyundai grand i10 1.2 kappa magna at,hyundai,Hyundai Grand i10,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,automatic,1000cc-2000cc,1000cc-2000cc,Kappa VTVT Petrol Engine,DOHC,No,No,4 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI,Silver,Silver,1197.0,81.86,113.75,4.0,4.0,3765.0,1660.0,1520.0,2425.0,4.8,5.0,256.0,5.0,1197.0,1197.0,18.9,9.0,12.0,8.0,7.0,23.0,15
hyundai grand i10 1.2 kappa magna bsiv,hyundai,Hyundai Grand i10,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,Kappa VTVT Petrol Engine,DOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI,White,White,1197.0,81.86,113.75,4.0,4.0,3765.0,1660.0,1520.0,2425.0,4.8,5.0,256.0,5.0,1197.0,1197.0,18.9,9.0,13.0,8.0,8.0,23.0,74
hyundai grand i10 1.2 kappa magna cng bsiv,hyundai,Hyundai Grand i10,hyundai,Hatchback,Hatchback cars,Hatchback,cng,manual,1000cc-2000cc,1000cc-2000cc,Kappa VTVT Petrol Engine,DOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI,White,White,1197.0,65.39,98.0,4.0,4.0,3765.0,1660.0,1520.0,2425.0,4.8,5.0,256.0,5.0,1197.0,1197.0,18.9,9.0,13.0,8.0,8.0,23.0,5
hyundai grand i10 1.2 kappa sportz bsiv,hyundai,Hyundai Grand i10,hyundai,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,Kappa VTVT Petrol Engine,DOHC,No,No,5 Speed,FWD,Power,Disc,Drum,Tubeless,MPFI,Grey,Grey,1197.0,81.86,113.75,4.0,4.0,3765.0,1660.0,1520.0,2425.0,4.8,5.0,256.0,5.0,1197.0,1197.0,18.9,9.0,16.0,9.0,13.0,24.0,87
